City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
474,Sangar,RU,63.9242,127.4739,69.24,68,100,2.77,overcast clouds
475,Kavaratti,IN,10.5669,72.642,82.02,82,100,20.13,overcast clouds
476,Nizwa,OM,22.9333,57.5333,85.8,56,42,0.69,scattered clouds
477,Kalmunai,LK,7.4167,81.8167,84.27,61,91,8.68,overcast clouds
478,Harlingen,US,26.1906,-97.6961,84.25,92,1,13.8,clear sky
479,Lavrentiya,RU,65.5833,-171.0,53.33,69,6,9.51,clear sky
480,Sinnamary,GF,5.3833,-52.95,78.55,87,84,12.3,broken clouds
481,Tomatlan,MX,19.9333,-105.25,79.66,91,86,3.98,overcast clouds
482,Caravelas,BR,-17.7125,-39.2481,69.93,73,61,8.16,broken clouds
483,Mulege,MX,26.8833,-111.9833,89.47,52,52,2.95,broken clouds
484,Severo-Yeniseyskiy,RU,60.3725,93.0408,73.51,44,1,3.42,clear sky
485,Freeport,US,40.6576,-73.5832,76.17,65,40,1.01,scattered clouds
486,Raga,SS,8.4596,25.678,69.3,94,85,4.12,overcast clouds
487,Hofn,IS,64.2539,-15.2082,53.49,99,100,5.1,overcast clouds
488,Paita,PE,-5.0892,-81.1144,64.94,83,1,12.62,clear sky
489,Manzhouli,CN,49.6,117.4333,73.78,46,68,12.01,broken clouds
490,Saint George,US,37.1041,-113.5841,89.64,38,90,17.0,thunderstorm
491,Nelson Bay,AU,-32.7167,152.15,65.95,60,28,5.01,scattered clouds
492,Vila Velha,BR,-20.3297,-40.2925,64.35,88,90,3.44,overcast clouds
493,Sabla,NG,12.7525,4.7077,75.34,85,99,9.6,light rain
494,Petropavlovka,RU,50.6114,105.3196,70.81,54,98,0.85,overcast clouds
495,Upornaya,RU,44.3914,41.0196,62.76,89,64,3.2,broken clouds
496,Pareora,NZ,-44.4871,171.2132,49.17,72,1,7.56,clear sky
497,La Rioja,ES,42.25,-2.5,53.38,67,62,3.78,broken clouds
498,Lannion,FR,48.75,-3.4167,62.42,88,90,13.8,overcast clouds
499,Singaparna,ID,-7.3515,108.111,78.58,76,72,4.61,broken clouds
500,Anori,BR,-3.7728,-61.6442,73.27,94,36,1.23,scattered clouds
501,Saint-Louis,SN,16.3333,-15.0,75.94,65,35,10.63,scattered clouds
502,Honningsvag,NO,70.9821,25.9704,45.57,84,100,32.41,overcast clouds
503,Asau,RO,46.4333,26.4,62.76,75,97,2.26,overcast clouds
504,Male,MV,4.1748,73.5089,80.55,89,75,19.57,broken clouds
505,Usinsk,RU,65.9939,57.5281,54.19,79,100,9.82,overcast clouds
506,Ilebo,CD,-4.3167,20.5833,66.88,40,16,1.03,few clouds
507,Gongzhuling,CN,43.5008,124.8198,87.3,51,14,13.71,few clouds
508,Anisoc,GQ,1.8658,10.7689,68.83,98,100,1.23,overcast clouds
509,Katete,UG,-0.7818,29.7544,61.11,74,70,2.42,broken clouds
510,Kirakira,SB,-10.4544,161.9205,84.74,73,27,7.25,scattered clouds
511,Carnaiba,BR,-8.7,-37.6667,62.2,95,13,6.13,few clouds
512,Wajima,JP,37.4,136.9,88.48,66,40,3.44,scattered clouds
513,Walvis Bay,NA,-22.9575,14.5053,68.09,7,2,17.27,clear sky
514,Saint-Joseph,RE,-21.3667,55.6167,64.78,68,19,6.98,few clouds
515,Luba,GQ,3.4568,8.5547,76.89,89,100,6.55,light rain
516,Bushenyi,UG,-0.5853,30.2114,62.11,62,75,1.1,broken clouds
517,Cranbrook,CA,49.4999,-115.7688,77.86,20,20,12.66,smoke
518,Salym,RU,60.0625,71.4789,59.61,96,100,5.01,light rain
519,Tamandare,BR,-8.7597,-35.1047,73.85,79,14,10.38,few clouds
520,Coihaique,CL,-45.5752,-72.0662,37.35,81,20,8.05,few clouds
521,Koygorodok,RU,60.445,50.9968,50.47,94,99,8.28,overcast clouds
522,Strezhevoy,RU,60.7333,77.5889,73.38,62,25,10.96,scattered clouds
523,Livingston,GB,55.9029,-3.5226,57.85,94,90,0.0,overcast clouds
524,Kuching,MY,1.55,110.3333,84.42,79,20,3.44,few clouds
525,Hibbing,US,47.4272,-92.9377,71.11,83,20,6.91,few clouds
526,Dwarka,IN,22.2394,68.9678,83.73,82,100,19.6,overcast clouds
527,Zemio,CF,5.0314,25.1361,67.91,98,94,1.95,overcast clouds
528,Cheney,US,47.4874,-117.5758,84.25,20,20,10.36,smoke
529,Amahai,ID,-3.3333,128.9167,77.54,89,100,8.61,light rain
530,Roma,US,43.2128,-75.4557,64.44,88,0,1.5,clear sky
531,Idritsa,RU,56.3316,28.8988,52.48,84,1,3.69,clear sky
532,Kailua,US,21.4022,-157.7394,84.18,68,75,17.27,broken clouds
533,Rabaul,PG,-4.1967,152.1721,85.08,68,71,7.67,broken clouds
534,Beringovskiy,RU,63.05,179.3167,52.68,87,100,7.52,overcast clouds
535,Richards Bay,ZA,-28.783,32.0377,56.05,57,100,14.45,light rain
536,Lower Hutt,NZ,-41.2167,174.9167,57.81,73,0,1.01,clear sky
537,Hailar,CN,49.2,119.7,74.75,52,100,6.96,overcast clouds
538,Lahat,ID,-3.8,103.5333,85.42,61,91,2.06,light rain
539,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.73,99,99,1.03,overcast clouds
540,Mitsamiouli,KM,-11.3847,43.2844,76.84,70,0,19.48,clear sky
541,Dudinka,RU,69.4058,86.1778,69.19,78,100,28.07,overcast clouds
542,Butembo,CD,0.15,29.2833,58.96,86,91,2.53,overcast clouds
543,Sarangani,PH,5.4033,125.4636,84.45,73,87,8.77,overcast clouds
544,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.75,47,0,6.91,clear sky
545,Aquiraz,BR,-3.9014,-38.3911,80.69,79,26,14.72,scattered clouds
546,Hamilton,US,39.1834,-84.5333,76.05,76,1,0.0,clear sky
547,Nantucket,US,41.2835,-70.0995,70.0,80,1,0.0,clear sky
548,Morro Bay,US,35.3658,-120.8499,74.34,78,25,3.0,scattered clouds
549,Heide,DE,54.2,9.1,56.1,91,0,6.22,clear sky
550,Ati,TD,13.2154,18.3353,80.22,62,10,5.82,clear sky
551,Villa Rica,US,33.7321,-84.9191,78.42,94,91,2.93,overcast clouds
552,Quatre Cocos,MU,-20.2078,57.7625,67.08,76,27,10.85,light rain
553,Benguela,AO,-12.5763,13.4055,66.56,91,19,3.09,few clouds
554,Bilma,NE,18.6853,12.9164,86.95,47,9,13.2,clear sky
555,Pierre,US,44.3683,-100.351,83.32,61,1,4.61,clear sky
556,Bodden Town,KY,19.2833,-81.25,84.2,85,20,3.44,few clouds
557,Magadan,RU,59.5667,150.8,57.49,83,91,3.13,overcast clouds
558,Senno,RU,59.5336,33.9167,47.26,75,99,1.52,overcast clouds
559,Omis,HR,43.4447,16.6886,71.53,58,4,6.38,clear sky
560,Mpika,ZM,-11.8343,31.4529,53.73,96,89,8.21,overcast clouds
561,Riberalta,BO,-10.9833,-66.1,72.66,52,3,0.69,clear sky
562,Gizo,SB,-8.103,156.8419,84.02,68,88,2.28,overcast clouds
563,San Angelo,US,31.4638,-100.437,90.54,48,1,4.0,clear sky
564,Frederico Westphalen,BR,-27.3592,-53.3944,54.81,71,0,3.18,clear sky
565,Lucapa,AO,-8.4192,20.7447,60.69,40,4,3.87,clear sky
566,Bitung,ID,1.4451,125.1824,92.25,65,86,15.08,overcast clouds
567,Katwa,IN,23.6399,88.128,81.7,87,100,13.38,moderate rain
568,Aksum,ET,14.1245,38.7244,56.35,93,100,3.27,overcast clouds
569,Ixtapa,MX,20.7,-105.2,87.03,74,75,0.0,broken clouds
570,Vredendal,ZA,-31.6683,18.5012,48.29,42,0,12.62,clear sky
571,Pochutla,MX,15.7432,-96.4661,83.25,86,97,5.14,overcast clouds
572,Horodnya,UA,51.8909,31.5974,62.44,76,98,6.31,overcast clouds
573,Whitehorse,CA,60.7161,-135.0538,68.02,39,75,11.99,broken clouds
574,San Vicente,AR,-26.6167,-54.1333,57.65,68,0,3.6,clear sky
575,Houma,US,29.5958,-90.7195,87.01,86,100,1.01,overcast clouds
576,Samarai,PG,-10.6167,150.6667,81.1,82,68,11.12,broken clouds
577,Otradnoye,RU,59.7775,30.8181,53.94,72,89,3.47,overcast clouds
578,Baft,IR,29.234,56.6057,74.8,47,4,2.01,clear sky
579,Dingle,PH,10.9995,122.6711,82.96,79,100,17.6,overcast clouds
580,Constitucion,CL,-35.3333,-72.4167,52.38,81,86,3.49,overcast clouds
581,Kloulklubed,PW,7.0419,134.2556,85.3,71,100,10.67,overcast clouds
582,Churapcha,RU,62.0025,132.4325,64.51,73,100,13.91,overcast clouds
583,Minsk,BY,53.9,27.5667,62.35,83,100,5.01,overcast clouds
584,Belyy Yar,RU,53.6039,91.3903,73.29,64,0,6.71,clear sky
585,Lixourion,GR,38.2019,20.4314,75.06,70,0,4.9,clear sky
586,Yaan,NG,7.3833,8.5667,70.34,98,100,5.88,light rain
587,Bahia De Caraquez,EC,-0.6,-80.4167,73.58,83,100,10.18,overcast clouds
588,Deputatskiy,RU,69.3,139.9,61.95,50,89,10.33,overcast clouds
589,Spring Valley,US,36.108,-115.245,103.39,23,75,5.99,broken clouds
590,Rovaniemi,FI,66.5,25.7167,47.61,71,0,4.61,clear sky
591,Kysyl-Syr,RU,63.8986,122.7617,69.19,60,100,4.52,overcast clouds
592,Kimbe,PG,-5.5502,150.1429,88.41,65,94,5.35,light rain
593,Huadian,CN,42.9633,126.7478,90.88,41,100,4.61,overcast clouds
594,Raudeberg,NO,61.9875,5.1352,57.87,92,38,6.6,scattered clouds
595,Bengkulu,ID,-3.8004,102.2655,81.03,71,100,1.23,overcast clouds
596,Erdenet,MN,49.0333,104.0833,64.94,64,81,5.93,broken clouds
597,Bollnas,SE,61.3482,16.3946,49.39,84,32,3.53,scattered clouds
598,Boda,CF,4.3189,17.4695,67.5,96,25,3.31,scattered clouds
599,Schifferstadt,DE,49.3872,8.3747,67.44,73,96,4.5,overcast clouds
600,Mogadishu,SO,2.0371,45.3438,76.98,82,100,24.72,overcast clouds
601,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,93,0,14.97,clear sky
602,Polunochnoye,RU,60.8697,60.4153,59.59,59,84,5.17,broken clouds
603,Skibbereen,IE,51.55,-9.2667,64.2,91,45,6.93,scattered clouds
604,Vao,NC,-22.6667,167.4833,71.13,79,0,6.71,clear sky
605,Songkhla,TH,6.8333,100.6667,84.25,66,98,5.75,overcast clouds
606,Brigantine,US,39.4101,-74.3646,76.01,78,1,0.0,clear sky
607,Chernyshevskiy,RU,63.0128,112.4714,75.7,42,24,7.54,few clouds
608,Outjo,NA,-20.1167,16.15,43.86,15,0,12.66,clear sky
609,Yatou,CN,37.15,122.3833,85.95,57,0,6.24,clear sky
610,Tual,ID,-5.6667,132.75,79.59,80,100,14.99,overcast clouds
611,Gat,IL,31.61,34.7642,77.92,100,53,8.08,broken clouds
612,Fomboni,KM,-12.28,43.7425,77.77,70,2,22.37,light rain
613,Kishapu,TZ,-3.6167,33.8667,63.77,50,1,11.36,clear sky
614,Turukhansk,RU,65.8167,87.9833,73.99,61,49,21.32,scattered clouds
615,Baturaja,ID,-4.1333,104.1667,86.23,60,63,0.38,broken clouds
616,Bemidji,US,47.4736,-94.8803,82.69,90,1,0.0,clear sky
617,Karratha,AU,-20.7377,116.8463,76.91,33,0,18.12,clear sky
618,La Asuncion,VE,11.0333,-63.8628,80.33,89,66,11.5,broken clouds
619,Machico,PT,32.7,-16.7667,72.23,78,40,10.36,scattered clouds
620,Clarence Town,AU,-32.5833,151.7833,64.85,62,11,15.84,few clouds
621,Nevers,FR,46.9167,3.3333,64.99,99,95,5.19,overcast clouds
622,Henties Bay,NA,-22.116,14.2845,67.86,19,3,19.42,clear sky
623,Isiro,CD,2.7739,27.616,66.07,95,97,2.51,overcast clouds
624,Avezzano,IT,42.0402,13.4388,66.07,72,10,1.57,clear sky
625,Omsukchan,RU,62.5333,155.8,52.05,88,100,1.5,overcast clouds
626,Nianzishan,CN,47.5167,122.8833,80.55,65,100,3.02,moderate rain
627,Kiskoros,HU,46.6214,19.2853,62.94,60,3,3.42,clear sky
628,Mikuni,JP,36.2171,136.1519,87.71,64,2,7.27,clear sky
629,Angoram,PG,-4.0625,144.0661,81.27,92,93,3.71,light rain
630,Abalak,RU,58.1286,68.5944,63.79,88,97,5.06,overcast clouds
631,Tocopilla,CL,-22.092,-70.1979,63.1,65,66,5.82,broken clouds
632,Esso,RU,55.9333,158.7,58.77,89,100,3.22,overcast clouds
633,Vestmannaeyjar,IS,63.4427,-20.2734,53.31,99,100,14.38,overcast clouds
634,Magalia,US,39.8121,-121.5783,95.16,14,0,5.03,clear sky
635,Okhotsk,RU,59.3833,143.3,63.19,77,43,10.29,scattered clouds
636,Oriximina,BR,-1.7656,-55.8661,76.98,70,43,3.18,scattered clouds
637,Varhaug,NO,58.6147,5.6457,58.86,88,2,4.16,clear sky
638,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,14.97,scattered clouds
639,Myitkyina,MM,25.3833,97.4,79.12,94,98,1.9,overcast clouds
640,Plaster Rock,CA,46.9065,-67.39,56.12,93,100,1.21,overcast clouds
641,Oktyabrskoye,RU,43.0645,44.7417,62.74,100,100,8.95,light intensity drizzle
642,Duayaw Nkwanta,GH,7.1724,-2.1028,67.12,99,92,3.38,overcast clouds
643,Nome,US,64.5011,-165.4064,53.17,63,75,20.71,broken clouds
644,Vardo,NO,70.3705,31.1107,46.02,82,100,36.48,overcast clouds
645,Ayan,RU,56.45,138.1667,59.67,89,79,13.38,broken clouds
646,Hassleholm,SE,56.1591,13.7664,60.35,83,66,2.3,broken clouds
647,Price,US,39.5994,-110.8107,85.26,32,1,9.22,clear sky
648,Naze,JP,28.3667,129.4833,79.72,91,100,26.55,light rain
649,Ladispoli,IT,41.9537,12.0735,75.96,67,19,3.29,few clouds
650,Aksarka,RU,66.5606,67.7975,57.15,68,36,9.42,scattered clouds
651,Pakxan,LA,18.3778,103.6601,74.01,98,100,6.38,moderate rain
652,Oswego,US,43.4501,-76.1497,66.15,91,0,2.3,clear sky
653,Maningrida,AU,-12.0667,134.2667,86.97,48,6,5.5,clear sky
654,Hervey Bay,AU,-25.2986,152.8535,77.11,58,23,10.25,few clouds
655,Salinas,US,36.6777,-121.6555,78.66,76,75,11.5,broken clouds
656,Hadsund,DK,56.7148,10.1168,56.55,87,0,2.89,clear sky
657,Muleba,TZ,-1.8397,31.6544,68.32,55,28,10.33,scattered clouds
658,Bartica,GY,6.4,-58.6167,77.32,98,100,1.83,overcast clouds
659,Grootfontein,NA,-19.5667,18.1167,26.17,46,0,0.0,clear sky
660,Yulara,AU,-25.2406,130.9889,62.44,31,91,11.5,overcast clouds
661,Ames,US,42.0347,-93.6199,82.31,72,1,6.91,clear sky
662,Christchurch,NZ,-43.5333,172.6333,53.01,72,0,8.01,clear sky
663,Isla Vista,US,34.4133,-119.861,89.11,64,1,8.05,haze
664,Newport,GB,51.5877,-2.9984,63.86,87,100,16.82,overcast clouds
665,Havre,FR,49.5833,0.3333,70.57,82,0,10.36,clear sky
666,Kelowna,CA,49.8831,-119.4857,85.96,21,1,5.99,clear sky
667,Sistranda,NO,63.7256,8.834,52.9,86,100,9.6,overcast clouds
668,Berdigestyakh,RU,62.0989,126.6992,59.94,97,100,6.2,light rain
669,Sidi Ali,DZ,36.0998,0.4206,79.5,52,23,7.2,few clouds
670,Rey Bouba,CM,8.6724,14.1786,72.41,97,100,2.8,overcast clouds
671,Senanga,ZM,-16.1167,23.2667,49.06,40,25,6.2,scattered clouds
672,Krasnovka,RU,48.8177,40.0923,61.43,62,0,5.23,clear sky
673,Huilong,CN,31.8111,121.655,79.99,84,100,19.55,light rain
674,Sept-Iles,CA,50.2001,-66.3821,63.05,86,75,4.61,broken clouds
675,Kirovsk,UA,48.6375,38.6428,61.23,65,0,3.33,clear sky
676,Maceio,BR,-9.6658,-35.7353,71.04,88,75,0.0,broken clouds
677,Kargasok,RU,59.0556,80.8572,75.07,51,0,6.31,clear sky
678,Belaya Gora,RU,68.5333,146.4167,67.93,35,71,7.52,broken clouds
679,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.12,38,0,8.1,clear sky
680,Kaka,TM,37.3482,59.6143,94.59,13,0,2.44,clear sky
681,Puerto Leguizamo,CO,-0.1934,-74.7819,71.53,96,100,2.04,overcast clouds
682,Seddon,AU,-37.8068,144.8916,54.72,67,75,17.27,broken clouds
683,Alexandria,EG,31.2156,29.9553,76.96,69,0,11.5,clear sky
684,Vadlapudi,IN,14.3167,79.8,84.79,57,100,13.31,overcast clouds
685,Aswan,EG,24.0934,32.907,87.1,28,0,5.75,clear sky
686,Swan Hill,AU,-35.3378,143.5544,55.58,59,70,21.05,moderate rain
687,New Glasgow,CA,45.5834,-62.6486,60.78,93,35,4.38,scattered clouds
688,Shelburne,CA,44.0787,-80.2041,67.89,79,98,2.91,overcast clouds
689,Port Moresby,PG,-9.4431,147.1797,80.22,74,97,2.51,overcast clouds
690,Fort Nelson,CA,58.8053,-122.7002,69.39,43,75,5.75,broken clouds
691,Linguere,SN,15.3953,-15.1193,75.33,69,27,7.58,scattered clouds
692,Qandala,SO,11.472,49.8728,89.29,46,91,23.15,overcast clouds
693,Nemuro,JP,43.3236,145.575,81.03,90,77,13.22,broken clouds
694,Volnovakha,UA,47.601,37.4967,59.94,63,0,6.13,clear sky
695,Matagami,CA,49.7502,-77.6328,59.11,82,1,2.3,clear sky
696,Wanning,CN,18.8003,110.3967,87.35,67,44,4.61,scattered clouds
697,Iwanai,JP,42.9744,140.5089,85.57,59,48,5.91,scattered clouds
698,Port-Gentil,GA,-0.7193,8.7815,74.16,81,100,10.49,overcast clouds
699,Havelock,US,34.8791,-76.9013,78.75,80,0,5.93,clear sky
700,Dehloran,IR,32.6941,47.2679,96.93,19,0,5.59,clear sky
701,Khani,GE,41.9563,42.9566,60.37,91,81,2.8,broken clouds
702,San Cristobal,VE,7.7669,-72.225,66.47,99,76,3.11,broken clouds
703,Kangaba,ML,11.9333,-8.4167,70.86,98,100,5.17,light rain
704,Sarankhola,BD,22.3082,89.7897,82.09,88,100,11.39,moderate rain
705,Dokka,NO,60.84,10.0618,60.42,89,43,2.44,scattered clouds
706,Shangzhi,CN,45.2167,127.9667,88.83,50,57,6.82,broken clouds
707,Giyani,ZA,-23.3025,30.7187,44.22,74,0,4.09,clear sky
708,La Romana,DO,18.4273,-68.9728,82.13,100,75,0.0,broken clouds
709,Olga,RU,43.7444,135.2892,85.96,63,30,6.91,scattered clouds
710,Obo,CF,5.3998,26.4869,67.19,97,99,3.74,overcast clouds
711,Ambulu,ID,-8.345,113.6058,83.28,55,6,6.51,clear sky
712,Taltal,CL,-25.4,-70.4833,56.62,81,99,4.76,overcast clouds
